year,title,keywords_list,producers_list,directors_list,writers_list,editing_list,cinematography_list,production_design_list,music_departments_list
2005,The League of Gentlemen's Apocalypse,written by cast member meta film self referential humor meta joke businessman meteorite giraffe semen butcher dog homunculus camping german german abroad writer self referential female priest church end of the world village country house countryside rural setting fictional town fictional village telephone call scarecrow home invasion intruder toilet defecation husband wife relationship basement catacomb binoculars prank apocalypse zoo nun mural moors spin off confessional confession booth female vicar held at knifepoint flat videotape clown cliff,"['Peter Bennett-Jones', 'Greg Brenman', 'Jeremy Dyson', 'Mark Gatiss', 'Ed Guiney', 'Andrew Lowe', 'Seamus McInerney', 'Steve Pemberton', 'Rachel Salter', 'Reece Shearsmith']",['Steve Bendelack'],"['Jeremy Dyson', 'Mark Gatiss', 'Steve Pemberton', 'Reece Shearsmith']",['Tony Cranstoun'],['Rob Kitzmann'],['Richard Bridgland'],"['Christopher Austin', 'Gary Carpenter', 'Ben Foskett', 'Ben Foster', 'Stephen Hussey', 'Mark Wyllie']"
1982,Time Walker,reference to king tutankhamen psychotronic film female nudity professor extraterrestrial transmitter college campus flesh eating co ed archaeology photographer laboratory scroll college campus radio station hidden compartment pathology press conference university president police campus police boyfriend girlfriend relationship female radio disc jockey sex fraternity party reactor teenage girl in jeopardy reference to tutankhamun egyptian tomb university x ray machine college student x ray technician stolen jewels hieroglyphics ancient artifact empty coffin living mummy view through microscope dinner date glowing radio disc jockey radio studio professor student relationship professor dating a student mummy costume costume party making out frat party glowing crystal buried alive,"['Roger Corman', 'Robert A. Shaheen', 'Dimitri Villard', 'Jason Williams']",['Tom Kennedy'],"['Jason Williams', 'Tom Friedman', 'Tom Friedman', 'Karen Levitt']",[],['Robbie Greenberg'],[],['David Franco']
1992,Fertilize the Blaspheming Bombshell,troma female topless nudity twin sister shower scantily clad pants ripped off white panties panties cult film waterfall vehicular homicide sheriff satanic cult premonition pentagram nevada killing impalement human sacrifice gas station female nudity heroine dune buggy desert exploding car car chase attempted rape independent film imperative in title,['Arthur A. Jacobs'],['Jeff Hathcock'],['Jeff Hathcock'],['Richard S. Brummer'],['Ken Gibb'],['Bob Tiller'],[]
1976,Carrie,telekinesis high school prom female protagonist female frontal nudity female rear nudity prank blood abusive mother bully comeuppance bad mother bullying female nudity psychic power revenge bucket menstruation pig blood single parent prom king shy girl burning house menstrual blood school on fire split screen menarche based on book based on novel female full frontal nudity death of teacher junior prom horror icon setting a building on fire prom night shower abusive boyfriend praying crushed to death clique underwear teenage sex sexual desire sexual attraction oral sex fellatio domineering mother cruel joke brunette teenage sexuality tampon shyness,"['Brian De Palma', 'Paul Monash', 'Louis A. Stroller']",['Brian De Palma'],"['Stephen King', 'Lawrence D. Cohen']",['Paul Hirsch'],"['Mario Tosi', 'Isidore Mankofsky']",[],"['Michael Arciaga', 'Katie Irving', 'Merrit Malloy', 'Natale Massara', 'Thomas Vicari', 'Dan Protheroe', 'James Saad', 'Mike Towers', 'Glen Vance']"
1993,Haunted,frankensteins monster dracula human becoming an animal black cat cat archery axe hunting rifle realtor police chief bat police station fire drill trespassing bicycle garbage can mud coffin hearse hunchback werewolf castle haunted castle friend child horror for children one word title,"['Warren Chaney', 'David Sanders', 'Beverly Wilson']",['John Magyar'],['Warren Chaney'],"['Connie Schell', 'Herbert Williams']",['Craig Bailey'],"['Franco Pignataro', 'Susan Reed']","['Dwight Cook', 'Ted Mason']"
2001,Bones,revenge mouth zoom sexual assault forced to kill incest daughtier molested by father forced to smoke crack gun held to ones head dress torn off throwing up maggots red eyes corrupt cop old dark house mauling maggot fat suit drug dealer back from the dead interracial relationship urban decay pimp fortune teller flashback dog tarot card severed hand skeleton blaxploitation reverse footage severed head disembodied head hood female vomiting talking disembodied head talking human head talking to a disembodied head talking head nightclub one word title self sacrifice rapper dying man drug deal conspiracy theorist acting musician 2000s mirror ball disco ball 1970s dream sequence,"['Leon Dudevoir', 'Rupert Harvey', 'Peter Heller', 'Stephen W. Hollocker', 'Carolyn Manetti', 'Lloyd Segan']",['Ernest R. Dickerson'],"['Adam Simon', 'Tim Metcalfe']","['Michael N. Knue', 'Stephen Lovejoy']",['Flavio Martínez Labiano'],['Douglas Higgins'],"['Thomas Bartke', 'Karen Bennett', 'Bob Bowen', 'Paul Broucek', 'John Burton', 'Elia Cmiral', 'Mike Flicker', 'Sam Hofstedt', 'Sammy Kaplan', 'Jeff Lingle', 'Lise Richardson', 'Mitch Rotter', 'David Sabee', 'Annie Searles', 'Lori Silfen', 'Dexter Story', 'John Whynot', 'Matt Friedman', 'Dan Ostermann']"
1992,Waxwork II: Lost in Time,transformation time traveler backward time travel male time traveler female time traveler forward time travel reference to time travel back in time accidental time travel unwilling time traveler psychotronic film 1990s reference to through the looking glass doctor victor frankenstein character taxi stepfather stepdaughter relationship strangled to death self destruct countdown reference to shakespeares romeo and juliet trial not guilty verdict written by director king arthur character jack the ripper character dr jekyll character timeframe 1990s time travel sci fi man punches a woman murder of stepfather wrongful accusation satire comedy parody comedy compass wax museum severed hand looking glass murder evil lawyer sequel bloody face talking bird alien monster interdimensional travel time portal god versus devil hit on the head with a hammer killed with a hammer sword paladin,"['Nancy Paloian', 'Mario Sotela']",['Anthony Hickox'],['Anthony Hickox'],['Christopher Cibelli'],['Gerry Lively'],['Steve Hardie'],"['Arthur Barrow', 'Scott Gordon', 'Anthony Hickox', 'Robert Irving', 'Martin C. Jones', 'Judi McCreary', 'Darryl Pierce', ""Dwayne 'Muffla' Simon""]"
1958,The Screaming Skull,psychotronic film mercedes coupe mercedes benz gullwing water lily empty room peacock pond grave site female underwear nightmare greenhouse knocking on a door slapped in the face brassiere superimposition lily pad mental illness burning a painting troubled past old dark house second marriage attempted suicide apparition mother daughter relationship,"['John Coots', 'John Kneubuhl', 'Thomas F. Woods']",['Alex Nicol'],"['John Kneubuhl', 'Francis Marion Crawford']",['Betty J. Lane'],['Floyd Crosby'],[],"['Ernest Gold', 'Jerry Roberts']"
1975,The Reincarnation of Peter Proud,female masturbation female pubic hair female rear nudity female frontal nudity topless woman braless sex with daughter sex with father reincarnation rape university professor flashback psychologist hypnosis tennis match nursing home incest male rear nudity bathtub tragedy outdoor sex sex scene mariticide college lecture electroencephalograph playing tennis talking in ones sleep reference to benjamin franklin martini cord coupe reference to voltaire reference to mahatma gandhi reference to henry david thoreau smith college statue square dancing marital rape shot to death shot in the head psychotronic film woman wears a bikini female topless nudity drown while skinny dipping swimming alone at night 1937 cord supercharger hypnotherapy recording oneself dream college professor parapsychologist,"['Charles A. Pratt', 'Frank P. Rosenberg']",['J. Lee Thompson'],"['Max Ehrlich', 'Max Ehrlich']",['Michael F. Anderson'],['Victor J. Kemper'],[],"['John Caper Jr.', 'Jerry Goldsmith', 'Herbert W. Spencer']"
1988,Spellbinder,dagger mysterious woman female frontal nudity coven witch witchcraft surprise ending nightmare immolation hallucination animal sacrifice satanist bound and gagged supernatural power woman on top fatal attraction betrayal by friend cutting out someones heart conspiracy cave heart in hand betrayal by lover seductress kissing while having sex man and woman in a bathtub premarital sex sex scene murder boyfriend girlfriend relationship party victim fortune telling palm reading femme fatale los angeles california parking lot yuppie tragedy lust apartment old woman stabbed to death attraction seduction lawyer human sacrifice beach secretary satanic ritual parking garage,"['Howard Baldwin', 'Kate Benton', 'Steve Berman', 'Todd Black', 'Mickey Borofsky', 'Richard Cohen', 'Robert Doudell', 'Brian Russell', 'Tracy Tormé', 'Joe Wizan']",['Janet Greek'],['Tracy Tormé'],['Steve Mirkovich'],['Adam Greenberg'],['Rodger Maus'],"['Tim Boyle', 'Lionel Newman', 'Tom Villano']"
1986,The Supernaturals,supernatural power cameo 1860s sergeant methuselah warlock upbeat ending squad female commander revenge from beyond the grave curse field training military unit underground bunker us army suspense skeleton skeleton soldier shot in the head shot between the eyes shooting secret recruit landmine jumping from a truck husband wife relationship ghost flash forward female sergeant explosion death confederate soldier children blown to pieces barricade american civil war alabama military zombie skull severed arm reincarnation minefield locket knife jeep impalement fog fissure diary,"['William Fay', 'David Hirsch', 'Don Levin', 'Michael S. Murphey', 'Lyman Parrigin', 'Mel Pearl', 'Victoria Plummer', 'Joel Soisson']",['Armand Mastroianni'],"['Joel Soisson', 'Michael S. Murphey']",['John Bowey'],['Peter Lyons Collister'],['Alexandra Kicenik'],"['Fred Aronow', 'William Ashford', 'Robert O. Ragland']"
2005,From Venus,book,"['David Borowicz', 'Curtis Hall', 'Anthony Hornus', 'DJ Perry', 'Scott Reschke', 'Andra Rush']",['Jeff Kennedy'],"['Jeff Kennedy', 'DJ Perry']","['Michael Jordan', 'David G. Smith']",['David G. Smith'],[],[]
1991,Trancers II,action noir psychotronic film low budget sci fi movie mexican b movie psychiatric patient cult film wisecrack humor second part wheelchair watch ward van uniform tranquilizer teenager teenage girl stopped time shot in the chest science rescue psychiatric ward police pistol pill male female relationship psychiatric hospital liquor laboratory held at gunpoint hallway escape escape attempt electronic music score doctor classic car bigamy bald man back to the future asylum time travel sequel independent film,"['Charles Band', 'Ty Bradford', 'David DeCoteau', 'John Schouweiler']",['Charles Band'],"['Jackson Barr', 'Charles Band', 'Jackson Barr', 'Danny Bilson', 'Paul De Meo']","['Andy Horvitch', 'Ted Nicolaou']",['Adolfo Bartoli'],['Kathleen Coates'],"['Richard Band', 'Pat Siciliano']"
2006,The Legend Trip,wisconsin haunted house visions suicide past murder insanity hallucination ghost barbed wire,"['Sara Bulle', 'Jim Jelinek']",['Jason Satterfield'],"['Sara Bulle', 'Nick Firer', 'Steven Lentz']",[],['Jason Satterfield'],[],"['Mikael Carlsson', 'Leigh Phillips']"
1991,Shock 'Em Dead,metal porn actor in mainstream movie sex female nudity pizzeria trailer park horror rock n roll voodoo female topless nudity rock music independent film,"['Martin Le Pire', 'Eric Louzil']",['Mark Freed'],"['Andrew Cross', 'Mark Freed', 'Dave Tedder']",['Terry Blythe'],['Ron Chapman'],['Randy Lapin'],"['Michael Angelo Batio', 'Guerric Angelo Marruzzi']"
2001,The Yellow Sign,hp lovecraft cthulhu gothic chambers independent film,"['Fred Dekker', 'Kevin Flanagan', 'Ken Lobb', 'Aaron Vanek', 'Kathy Vanek']",['Aaron Vanek'],"['Robert W. Chambers', 'John Tynes', 'John Tynes', 'Aaron Vanek']",['Aaron Vanek'],['David Howard'],['Arid Chappell'],"['Drew Cady', 'Ken Mesford']"
1964,Face of the Screaming Werewolf,psychotronic film mummy experiment regression pyramid werewolf climbing a building fire metronome hypnosis aztec indian elevator news report falling to death wax museum independent film,['Jerry Warren'],"['Gilberto Martínez Solares', 'Rafael Portillo', 'Jerry Warren']","['Juan García', 'Gilberto Martínez Solares', 'Alfredo Salazar', 'Jerry Warren', 'Fernando de Fuentes']",['Jerry Warren'],"['Raúl Martínez Solares', 'Enrique Wallace']",[],[]
2007,1408,death of daughter hotel writer haunted hotel author self sacrifice locked in a room suicide hotel room haunting debunking death warning evil hotel manager supernatural horror drinking sense of time concussion number as title estranged couple skepticism trapped ghost hunter ledge book signing clock radio based on short story alternate ending one word title falling through a ceiling infrared psychotronic film the weinstein company mgm window male protagonist grindhouse film countdown watching tv cigarette 1400s haunted room strange hotel inn rainy weather rainy night paranormal investigator reference to tuberculosis dying of tuberculosis,"['Kelly Dennis', 'Lorenzo di Bonaventura', 'Antonia Kalmacoff', 'Jake Myers', 'Richard Saperstein', 'Jeremy Steckler', 'Bob Weinstein', 'Harvey Weinstein']",['Mikael Håfström'],"['Matt Greenberg', 'Scott Alexander', 'Larry Karaszewski', 'Stephen King']",['Peter Boyle'],['Benoît Delhomme'],['Andrew Laws'],"['Jeff Atmajian', 'Becky Bentham', 'Sophie Cornet', 'Crouch End Festival Chorus', 'Andrew Crowley', 'Andrew Dudman', 'Isobel Griffiths', 'Allan Jenkins', 'Lewis Jones', 'Stephen Marshall', 'Gerard McCann', 'Jill Meyers', 'David Temple', 'Charlotte Trinder', 'Robin Urdang', 'Kirsty Whalley', 'Rolf Wilson', 'Gabriel Yared', 'Mark Berrow', 'Richard Bissill', 'Rachel Bolt', 'Chris Clad', 'Skaila Kanga', 'Steve Mair', 'Everton Nelson', 'Tom Pigott Smith', 'Jonathan Snowden', 'Allen Walley', 'Bruce White', 'Warren Zielinski']"
